격분한,"['anger', '0.964']"
다루기 어려운,"['anger', '0.379']"
찌는 듯이 덥다,"['anger', '0.379']"
소총,"['anger', '0.379']"
위조,"['anger', '0.379']"
피켓,"['anger', '0.378']"
진동,"['anger', '0.377']"
염세주의,"['anger', '0.375']"
함정,"['anger', '0.375']"
유아 같은,"['anger', '0.375']"
환멸,"['anger', '0.375']"
시민군,"['anger', '0.375']"
반송,"['anger', '0.375']"
불완전한,"['anger', '0.375']"
대포,"['anger', '0.375']"
원시인,"['anger', '0.375']"
친척 편중,"['anger', '0.371']"
억제하다,"['anger', '0.371']"
옹호하다,"['anger', '0.371']"
정신 분열증,"['anger', '0.369']"
보기 싫은,"['anger', '0.368']"
정복,"['anger', '0.367']"
나무 껍질,"['anger', '0.365']"
백혈병,"['anger', '0.365']"
짖는 소리,"['anger', '0.364']"
버크,"['anger', '0.364']"
안된다고 하다,"['anger', '0.364']"
불행한,"['anger', '0.364']"
지체 된,"['anger', '0.364']"
전사,"['anger', '0.364']"
벨트,"['anger', '0.364']"
논쟁의 여지가있는,"['anger', '0.359']"
고의적 인,"['anger', '0.359']"
소수,"['anger', '0.359']"
부서진,"['anger', '0.359']"
소송하다,"['anger', '0.359']"
논쟁,"['anger', '0.359']"
여파,"['anger', '0.359']"
큰 소리,"['anger', '0.359']"
치사한 사람,"['anger', '0.359']"
종파적 인,"['anger', '0.359']"
무능력,"['anger', '0.359']"
방해하는,"['anger', '0.358']"
처녀,"['anger', '0.353']"
버릇 없음,"['anger', '0.351']"
애새끼,"['anger', '0.351']"
부족,"['anger', '0.212']"
지는,"['anger', '0.349']"
결함,"['anger', '0.348']"
경화 된,"['anger', '0.348']"
버려진,"['anger', '0.222']"
거짓말,"['anger', '0.250']"
쑥 들어가게 하다,"['anger', '0.348']"
믿지 못할,"['anger', '0.348']"
불쾌한 일,"['anger', '0.348']"
오명,"['anger', '0.348']"
궤양,"['anger', '0.348']"
바이어스,"['anger', '0.345']"
반사회적인,"['anger', '0.344']"
재생 모직물,"['anger', '0.344']"
무력,"['anger', '0.344']"
흔들리는,"['anger', '0.344']"
박탈 된,"['anger', '0.344']"
버리다,"['anger', '0.344']"
변하기 쉬운,"['anger', '0.344']"
걱정,"['anger', '0.344']"
적은,"['anger', '0.344']"
해적,"['anger', '0.344']"
신뢰할 수 없는,"['anger', '0.344']"
끝내주는,"['anger', '0.343']"
질병,"['anger', '0.341']"
간섭하다,"['anger', '0.341']"
경사,"['anger', '0.340']"
회피,"['anger', '0.338']"
대주,"['anger', '0.338']"
열,"['anger', '0.337']"
방해물,"['anger', '0.333']"
투석기,"['anger', '0.333']"
사생아의,"['anger', '0.333']"
요술,"['anger', '0.333']"
일시 정지,"['anger', '0.333']"
마비 된,"['anger', '0.333']"
폐선,"['anger', '0.329']"
배려하다,"['anger', '0.329']"
위조품,"['anger', '0.328']"
스패머,"['anger', '0.328']"
대시의,"['anger', '0.328']"
실격 된,"['anger', '0.328']"
악의 없는 거짓말,"['anger', '0.328']"
스음,"['anger', '0.328']"
brrr,"['anger', '0.328']"
저항하는,"['anger', '0.328']"
희생자,"['anger', '0.328']"
속죄 염소,"['anger', '0.328']"
죄다,"['anger', '0.328']"
상대,"['anger', '0.328']"
개혁 운동,"['anger', '0.328']"
탈구 된,"['anger', '0.328']"
금지 된,"['anger', '0.328']"
부적절한,"['anger', '0.324']"
헤이,"['anger', '0.324']"
손실,"['anger', '0.324']"
속임수,"['anger', '0.324']"
방치 된,"['anger', '0.324']"
구강 궤양,"['anger', '0.323']"
대기열,"['anger', '0.318']"
통,"['anger', '0.318']"
결정적 시기,"['anger', '0.318']"
이중성,"['anger', '0.318']"
비판,"['anger', '0.318']"
가난,"['anger', '0.312']"
왕겨,"['anger', '0.312']"
잘 속는 사람,"['anger', '0.312']"
해임,"['anger', '0.312']"
인류,"['anger', '0.312']"
꺾다,"['anger', '0.312']"
부주의,"['anger', '0.121']"
우울,"['anger', '0.312']"
회전하는,"['anger', '0.309']"
허용되지 않는,"['anger', '0.308']"
인정 없는,"['anger', '0.307']"
매장,"['anger', '0.304']"
신탁의,"['anger', '0.303']"
질겁,"['anger', '0.303']"
음산한,"['anger', '0.303']"
무의미한,"['anger', '0.288']"
수가 막힘,"['anger', '0.297']"
감가 상각 된,"['anger', '0.297']"
낭비적인,"['anger', '0.297']"
장난,"['anger', '0.287']"
오용,"['anger', '0.297']"
getyourown,"['anger', '0.297']"
과세 한,"['anger', '0.297']"
우울한,"['anger', '0.297']"
마비,"['anger', '0.295']"
실향민,"['anger', '0.294']"
제한된,"['anger', '0.292']"
오크,"['anger', '0.289']"
어리석은,"['anger', '0.289']"
놀리는,"['anger', '0.288']"
갈다,"['anger', '0.288']"
반응하다,"['anger', '0.288']"
척추,"['anger', '0.288']"
노숙자,"['anger', '0.288']"
부엉,"['anger', '0.287']"
장벽,"['anger', '0.287']"
근시,"['anger', '0.283']"
흑인 노예,"['anger', '0.281']"
연결을 끊다,"['anger', '0.281']"
스팸,"['anger', '0.281']"
보온재,"['anger', '0.281']"
떨다,"['anger', '0.281']"
아,"['anger', '0.281']"
반환,"['anger', '0.281']"
굴곡,"['anger', '0.281']"
양립 할 수없는,"['anger', '0.281']"
연체의,"['anger', '0.281']"
비준수,"['anger', '0.279']"
트롤,"['anger', '0.279']"
완충 작용,"['anger', '0.279']"
불공평,"['anger', '0.279']"
지하실,"['anger', '0.278']"
도깨비,"['anger', '0.273']"
미숙,"['anger', '0.273']"
무심코,"['anger', '0.273']"
피고,"['anger', '0.266']"
숨어있는,"['anger', '0.266']"
래핑,"['anger', '0.266']"
캐내다,"['anger', '0.266']"
곰,"['anger', '0.266']"
작동 불능의,"['anger', '0.266']"
불편한,"['anger', '0.266']"
페미니즘,"['anger', '0.266']"
협잡,"['anger', '0.266']"
인터럽트,"['anger', '0.265']"
파동,"['anger', '0.265']"
과장하다,"['anger', '0.263']"
잃다,"['anger', '0.261']"
은어,"['anger', '0.258']"
볶다,"['anger', '0.258']"
노,"['anger', '0.258']"
돌,"['anger', '0.258']"
병사,"['anger', '0.258']"
무능한,"['anger', '0.203']"
주입,"['anger', '0.255']"
활재,"['anger', '0.250']"
평판,"['anger', '0.250']"
올바르지 않은,"['anger', '0.250']"
걸려 넘어지는,"['anger', '0.250']"
무의미한 말,"['anger', '0.250']"
팔로우 해제하다,"['anger', '0.250']"
시끄러운,"['anger', '0.250']"
삐걱 거리는 소리,"['anger', '0.250']"
지팡이,"['anger', '0.250']"
로켓,"['anger', '0.250']"
복잡하게하다,"['anger', '0.250']"
사회 주의자,"['anger', '0.250']"
변호사,"['anger', '0.152']"
캡슐,"['anger', '0.242']"
울타리를 달린,"['anger', '0.242']"
장애물,"['anger', '0.242']"
고삐,"['anger', '0.242']"
마녀,"['anger', '0.242']"
흡혈귀,"['anger', '0.242']"
떨어지다,"['anger', '0.242']"
둘러싼 사람,"['anger', '0.242']"
찌르는듯한,"['anger', '0.239']"
굶주림,"['anger', '0.235']"
경기 후퇴,"['anger', '0.234']"
용암,"['anger', '0.234']"
껍질,"['anger', '0.234']"
애도하는,"['anger', '0.234']"
관세,"['anger', '0.234']"
실패,"['anger', '0.234']"
정치,"['anger', '0.234']"
탐탁지 않은,"['anger', '0.231']"
어둠,"['anger', '0.227']"
대,"['anger', '0.227']"
사임하다,"['anger', '0.227']"
모방 자,"['anger', '0.227']"
흠뻑 젖은,"['anger', '0.226']"
완성되지 않은,"['anger', '0.225']"
파산,"['anger', '0.221']"
빚지고있는,"['anger', '0.221']"
얻기 어려운,"['anger', '0.221']"
도움이되지 않는,"['anger', '0.219']"
경련,"['anger', '0.219']"
혼동,"['anger', '0.219']"
모기,"['anger', '0.219']"
파수꾼,"['anger', '0.219']"
오인,"['anger', '0.219']"
압박 붕대,"['anger', '0.219']"
딱딱한,"['anger', '0.219']"
수단,"['anger', '0.219']"
코,"['anger', '0.213']"
고가의,"['anger', '0.212']"
가산기,"['anger', '0.212']"
멜로 드라마,"['anger', '0.212']"
과장된,"['anger', '0.206']"
소유,"['anger', '0.206']"
사막,"['anger', '0.206']"
입을 삐죽 내밀기,"['anger', '0.203']"
초대받지 않은,"['anger', '0.203']"
죄상 인부,"['anger', '0.203']"
사기꾼,"['anger', '0.203']"
미납 된,"['anger', '0.203']"
등뼈,"['anger', '0.203']"
문장,"['anger', '0.203']"
무력한,"['anger', '0.203']"
법정,"['anger', '0.199']"
끝이없는,"['anger', '0.198']"
광고,"['anger', '0.197']"
지연,"['anger', '0.197']"
그릇된 진술,"['anger', '0.197']"
산만,"['anger', '0.197']"
오해,"['anger', '0.195']"
일으키다,"['anger', '0.191']"
허용 할 수없는,"['anger', '0.191']"
번개,"['anger', '0.189']"
...을 넣다,"['anger', '0.188']"
배제하다,"['anger', '0.188']"
불안정한,"['anger', '0.188']"
슬퍼하는,"['anger', '0.188']"
평가,"['anger', '0.182']"
정부,"['anger', '0.182']"
원고,"['anger', '0.182']"
고집,"['anger', '0.182']"
산만하게하는,"['anger', '0.182']"
아편,"['anger', '0.180']"
고집 센,"['anger', '0.176']"
받을 만하다,"['anger', '0.176']"
주장하다,"['anger', '0.175']"
턱,"['anger', '0.175']"
잘못 두다,"['anger', '0.172']"
우유부단한,"['anger', '0.172']"
헛소리,"['anger', '0.172']"
양털,"['anger', '0.172']"
보수,"['anger', '0.172']"
자유롭게 하다,"['anger', '0.172']"
자극,"['anger', '0.172']"
호르몬,"['anger', '0.172']"
거대한,"['anger', '0.172']"
개가 깽깽 우는 소리,"['anger', '0.168']"
같지 않은,"['anger', '0.167']"
불충분,"['anger', '0.167']"
햄스트링,"['anger', '0.167']"
교섭,"['anger', '0.167']"
노새,"['anger', '0.167']"
의미 없는,"['anger', '0.167']"
무관심,"['anger', '0.156']"
류머티즘,"['anger', '0.156']"
비좁고 갑갑한 곳,"['anger', '0.156']"
전완,"['anger', '0.156']"
불확실한,"['anger', '0.152']"
벌,"['anger', '0.152']"
개입,"['anger', '0.152']"
그릇된 정보,"['anger', '0.152']"
급여가 부족한,"['anger', '0.152']"
선거 운동,"['anger', '0.151']"
가망 없음,"['anger', '0.149']"
감각,"['anger', '0.147']"
합법화 된,"['anger', '0.145']"
주의,"['anger', '0.145']"
보조금,"['anger', '0.141']"
기꺼이 남을 돌봐 주는,"['anger', '0.141']"
수신,"['anger', '0.141']"
영화,"['anger', '0.141']"
위핌,"['anger', '0.140']"
버머,"['anger', '0.139']"
철자 오류,"['anger', '0.136']"
큰 홀,"['anger', '0.136']"
갚다,"['anger', '0.136']"
흠,"['anger', '0.136']"
부가 요금,"['anger', '0.136']"
이런,"['anger', '0.136']"
자작 나무,"['anger', '0.135']"
멍청한 놈,"['anger', '0.133']"
울리다,"['anger', '0.133']"
오케스트라,"['anger', '0.132']"
경쟁력있는,"['anger', '0.125']"
무선 전화,"['anger', '0.125']"
정지,"['anger', '0.125']"
사원,"['anger', '0.122']"
반전,"['anger', '0.121']"
레이스,"['anger', '0.118']"
팔꿈치,"['anger', '0.117']"
본능적 인,"['anger', '0.112']"
성가,"['anger', '0.111']"
고독한,"['anger', '0.109']"
금언,"['anger', '0.109']"
참다,"['anger', '0.106']"
조치,"['anger', '0.102']"
옹호,"['anger', '0.100']"
도로 공사,"['anger', '0.091']"
정직한,"['anger', '0.087']"
잊기 쉬운,"['anger', '0.076']"
신사,"['anger', '0.076']"
분비액,"['anger', '0.075']"
후드,"['anger', '0.071']"
과정,"['anger', '0.063']"
말,"['anger', '0.062']"
냄새,"['anger', '0.061']"
꼬마 요정,"['anger', '0.061']"
장난이 심하다,"['anger', '0.061']"
오페라,"['anger', '0.061']"
양육,"['anger', '0.059']"
참사관,"['anger', '0.059']"
트럼펫,"['anger', '0.059']"
출생지,"['anger', '0.051']"
리본,"['anger', '0.047']"
청소년,"['anger', '0.045']"
투표,"['anger', '0.045']"
현금,"['anger', '0.039']"
여자,"['anger', '0.030']"
와플,"['anger', '0.030']"
뷔페,"['anger', '0.029']"
명성,"['anger', '0.026']"
자동 고침,"['anger', '0.015']"
여성 단체,"['anger', '0.015']"
뮤지컬,"['anger', '0.011']"
나무,"['anger', '0.000']"
예기,"['anticipation', '0.859']"
흥분한,"['anticipation', '0.859']"
앞질러 하다,"['anticipation', '0.820']"
흥분,"['anticipation', '0.820']"
열의,"['anticipation', '0.812']"
흥미 진진한,"['anticipation', '0.797']"
기다리는,"['anticipation', '0.664']"
떨리는,"['anticipation', '0.781']"
기대,"['anticipation', '0.695']"
탐구,"['anticipation', '0.766']"
카운트 다운,"['anticipation', '0.750']"
스타트,"['anticipation', '0.750']"
예상하는,"['anticipation', '0.750']"
모험,"['anticipation', '0.750']"
심한,"['anticipation', '0.742']"
클라이맥스,"['anticipation', '0.742']"
일으키다,"['anticipation', '0.742']"
예언,"['anticipation', '0.617']"
깨우다,"['anticipation', '0.742']"
배고 있다,"['anticipation', '0.742']"
출생,"['anticipation', '0.734']"
사정,"['anticipation', '0.734']"
발표,"['anticipation', '0.734']"
해방,"['anticipation', '0.570']"
긴급한,"['anticipation', '0.727']"
기대하는,"['anticipation', '0.727']"
임박한,"['anticipation', '0.727']"
열망하는,"['anticipation', '0.656']"
전망,"['anticipation', '0.719']"
전율,"['anticipation', '0.719']"
재결합,"['anticipation', '0.719']"
출산,"['anticipation', '0.719']"
항해,"['anticipation', '0.719']"
신비,"['anticipation', '0.711']"
여행,"['anticipation', '0.711']"
키스,"['anticipation', '0.711']"
열광,"['anticipation', '0.711']"
미결,"['anticipation', '0.711']"
엑스터시,"['anticipation', '0.711']"
황홀경,"['anticipation', '0.711']"
그리움,"['anticipation', '0.711']"
긴급,"['anticipation', '0.703']"
목적지,"['anticipation', '0.703']"
굉장한,"['anticipation', '0.703']"
자극,"['anticipation', '0.703']"
스릴,"['anticipation', '0.703']"
장래의,"['anticipation', '0.703']"
유망한,"['anticipation', '0.703']"
운,"['anticipation', '0.594']"
진행,"['anticipation', '0.492']"
탄탈,"['anticipation', '0.703']"
전진,"['anticipation', '0.414']"
탐험하다,"['anticipation', '0.695']"
자유롭게 하다,"['anticipation', '0.695']"
준비,"['anticipation', '0.594']"
서두르다,"['anticipation', '0.531']"
도착,"['anticipation', '0.695']"
휴가,"['anticipation', '0.695']"
섹스,"['anticipation', '0.695']"
성취,"['anticipation', '0.695']"
예측,"['anticipation', '0.695']"
매력,"['anticipation', '0.688']"
황홀한,"['anticipation', '0.688']"
접근하는,"['anticipation', '0.688']"
반란,"['anticipation', '0.680']"
신흔 여행,"['anticipation', '0.680']"
룰렛,"['anticipation', '0.680']"
진전,"['anticipation', '0.672']"
휴일,"['anticipation', '0.672']"
탐내는,"['anticipation', '0.672']"
축하,"['anticipation', '0.656']"
위닝,"['anticipation', '0.664']"
오르가슴,"['anticipation', '0.664']"
승리,"['anticipation', '0.656']"
절박한,"['anticipation', '0.664']"
초대,"['anticipation', '0.570']"
구출,"['anticipation', '0.531']"
갈망,"['anticipation', '0.602']"
이득,"['anticipation', '0.656']"
공동 자금,"['anticipation', '0.656']"
결혼,"['anticipation', '0.609']"
싸우다,"['anticipation', '0.656']"
신랑,"['anticipation', '0.656']"
보상,"['anticipation', '0.656']"
재산,"['anticipation', '0.656']"
신부,"['anticipation', '0.641']"
구애,"['anticipation', '0.289']"
보물,"['anticipation', '0.648']"
기회,"['anticipation', '0.648']"
음모,"['anticipation', '0.648']"
배달,"['anticipation', '0.648']"
경보,"['anticipation', '0.648']"
포부,"['anticipation', '0.648']"
계승,"['anticipation', '0.648']"
상승,"['anticipation', '0.648']"
내일,"['anticipation', '0.648']"
미리 아는,"['anticipation', '0.648']"
더할 나위 없는,"['anticipation', '0.648']"
혁명,"['anticipation', '0.641']"
에로틱 한,"['anticipation', '0.641']"
장관의,"['anticipation', '0.641']"
불안한,"['anticipation', '0.641']"
원정,"['anticipation', '0.641']"
가능성,"['anticipation', '0.641']"
쏘다,"['anticipation', '0.641']"
유명한,"['anticipation', '0.641']"
예지,"['anticipation', '0.641']"
바쁜,"['anticipation', '0.641']"
계산,"['anticipation', '0.500']"
장학금,"['anticipation', '0.641']"
행복,"['anticipation', '0.555']"
마약 중독,"['anticipation', '0.641']"
전수,"['anticipation', '0.641']"
이상한,"['anticipation', '0.633']"
성공하다,"['anticipation', '0.633']"
생일,"['anticipation', '0.633']"
눈금,"['anticipation', '0.633']"
조심성있는,"['anticipation', '0.633']"
시력,"['anticipation', '0.633']"
열렬한,"['anticipation', '0.633']"
기쁨,"['anticipation', '0.555']"
운명,"['anticipation', '0.555']"
불길한,"['anticipation', '0.633']"
오는,"['anticipation', '0.633']"
기다리다,"['anticipation', '0.633']"
열정,"['anticipation', '0.633']"
맏이,"['anticipation', '0.633']"
사로 잡다,"['anticipation', '0.633']"
준비하다,"['anticipation', '0.633']"
기적,"['anticipation', '0.633']"
